index,name,class,label,split,R,G,B,H,S,V,segmented_area,reference_area
0,riped_tomato_10.jpeg,unripe,0,train,139.4161834716797,160.5985565185547,112.05428314208984,111.27181243896484,0.3357556164264679,0.6361801028251648,0.30948,0.25774
1,unriped_tomato_1.jpeg,unripe,0,test,150.77760314941406,181.9517059326172,134.26031494140625,103.59439849853516,0.29275599122047424,0.7140127420425415,0.3963815789473684,0.1331779970760234
2,unriped_tomato_11.jpeg,unripe,0,test,159.8260955810547,215.48011779785156,73.2674789428711,85.81587219238281,0.670182466506958,0.8474841117858887,0.3406473214285714,0.33973214285714287
3,unriped_tomato_12.jpeg,unripe,0,test,148.4615936279297,161.71994018554688,136.90032958984375,109.64448547363281,0.19575802981853485,0.6397103071212769,0.3383246527777778,0.13419596354166666
4,unriped_tomato_14.jpeg,unripe,0,train,125.89447021484375,157.2650604248047,113.72679901123047,110.54556274414062,0.3147387206554413,0.6172064542770386,0.3928030303030303,0.26413352272727275
5,unriped_tomato_15.jpeg,unripe,0,train,147.24017333984375,176.007568359375,131.30361938476562,106.25532531738281,0.29623815417289734,0.6939695477485657,0.2488527097902098,0.5308675699300699
6,unriped_tomato_17.jpeg,unripe,0,train,170.050048828125,193.0513458251953,86.36028289794922,72.77023315429688,0.5696853995323181,0.7570641040802002,0.38356795400943394,0.36138340212264153
7,unriped_tomato_2.jpeg,unripe,0,train,215.86019897460938,203.74330139160156,120.474853515625,61.43998336791992,0.43501898646354675,0.8513387441635132,0.4395220588235294,0.4162454044117647
8,unriped_tomato_25.jpeg,unripe,0,train,118.3734359741211,147.62179565429688,73.42015075683594,96.82015991210938,0.5378166437149048,0.5927206873893738,0.36892999387254904,0.3665364583333333
9,unriped_tomato_27.jpeg,unripe,0,train,148.32688903808594,178.22691345214844,83.75373840332031,82.67432403564453,0.5348712205886841,0.6989527940750122,0.32108889751552794,0.29556482919254656
10,unriped_tomato_3.jpeg,unripe,0,train,156.9632110595703,191.38673400878906,57.08871841430664,78.2228775024414,0.7111608982086182,0.7579986453056335,0.4136962890625,0.18707275390625
11,unriped_tomato_31.jpeg,unripe,0,train,148.3776397705078,193.3060302734375,82.47222137451172,84.94444274902344,0.5826648473739624,0.7580704689025879,0.4929345969945355,0.4961364412568306
12,unriped_tomato_34.jpeg,unripe,0,train,195.85365295410156,198.33876037597656,111.40678405761719,59.553287506103516,0.46706563234329224,0.8050203323364258,0.30282738095238093,0.14797247023809523
13,unriped_tomato_35.jpeg,unripe,0,train,106.28402709960938,152.8364715576172,40.5732421875,87.24089813232422,0.7491326928138733,0.5993937849998474,0.29883603238866396,0.29681174089068824
14,unriped_tomato_4.jpeg,unripe,0,train,159.1053924560547,171.83892822265625,116.04129791259766,97.54327392578125,0.33364468812942505,0.678684651851654,0.2715871710526316,0.2782118055555556
15,unriped_tomato_43.jpeg,unripe,0,test,34.17451477050781,83.3483657836914,40.62106704711914,133.84962463378906,0.652242124080658,0.32909223437309265,0.6429443359375,0.08534749348958333
16,unriped_tomato_48.jpeg,unripe,0,train,159.1053924560547,171.83892822265625,116.04129791259766,97.54327392578125,0.33364468812942505,0.678684651851654,0.2715871710526316,0.26953125
17,unriped_tomato_51.jpeg,unripe,0,train,159.83920288085938,162.82078552246094,113.47506713867188,74.23285675048828,0.35871177911758423,0.6739487648010254,0.3655598958333333,0.21888563368055555
