index,name,class,label,R,G,B,H,S,V,a*,b*,empty_mask,split
0,riped_tomato_10.jpeg,unripe,0,139.4161834716797,160.5985565185547,112.05428314208984,101.48539733886719,0.3357556164264679,0.6361801624298096,-15.26861572265625,22.31739616394043,False,train
1,unriped_tomato_1.jpeg,unripe,0,150.77760314941406,181.9517059326172,134.26031494140625,103.27349090576172,0.29275599122047424,0.7140128016471863,-19.010995864868164,20.81093978881836,False,test
2,unriped_tomato_11.jpeg,unripe,0,159.8260955810547,215.48011779785156,73.2674789428711,84.87185668945312,0.6701825261116028,0.8474841117858887,-38.23426055908203,60.91161346435547,False,train
3,unriped_tomato_12.jpeg,unripe,0,148.4615936279297,161.71994018554688,136.90032958984375,106.15825653076172,0.19575802981853485,0.6397103071212769,-9.107925415039062,11.502535820007324,False,test
4,unriped_tomato_14.jpeg,unripe,0,125.89447021484375,157.2650604248047,113.72679901123047,108.90118408203125,0.31473875045776367,0.6172065138816833,-19.048381805419922,19.325044631958008,False,train
5,unriped_tomato_15.jpeg,unripe,0,147.23532104492188,176.00340270996094,131.2985382080078,104.61705017089844,0.29624781012535095,0.6939527988433838,-17.80834197998047,19.920866012573242,False,train
6,unriped_tomato_17.jpeg,unripe,0,170.050048828125,193.0513458251953,86.36028289794922,72.7701187133789,0.5696854591369629,0.7570640444755554,-22.937118530273438,48.90342330932617,False,train
7,unriped_tomato_2.jpeg,unripe,0,215.86019897460938,203.74330139160156,120.474853515625,52.97989273071289,0.43501898646354675,0.851338803768158,-6.261712074279785,42.11409378051758,False,validation
8,unriped_tomato_25.jpeg,unripe,0,118.39079284667969,147.63748168945312,73.43583679199219,86.80033111572266,0.5377748608589172,0.5927820205688477,-21.617168426513672,34.42316436767578,False,train
9,unriped_tomato_27.jpeg,unripe,0,148.33154296875,178.23052978515625,83.75957489013672,82.2015380859375,0.5348524451255798,0.6989669799804688,-24.698951721191406,43.684410095214844,False,train
10,unriped_tomato_3.jpeg,unripe,0,156.9632110595703,191.38673400878906,57.08871841430664,77.43257141113281,0.7111608982086182,0.7579986453056335,-29.258474349975586,59.09687423706055,False,validation
11,unriped_tomato_31.jpeg,unripe,0,148.3776397705078,193.3060302734375,82.47222137451172,84.90713500976562,0.5826647877693176,0.7580704689025879,-31.992218017578125,49.274444580078125,False,train
12,unriped_tomato_34.jpeg,unripe,0,195.85365295410156,198.33876037597656,111.40678405761719,59.59269332885742,0.46706563234329224,0.805020272731781,-12.61925220489502,41.71025466918945,False,validation
13,unriped_tomato_35.jpeg,unripe,0,106.28402709960938,152.8364715576172,40.5732421875,87.1974105834961,0.7491327524185181,0.5993937849998474,-31.80970573425293,47.42021942138672,False,train
14,unriped_tomato_4.jpeg,unripe,0,159.1053924560547,171.83892822265625,116.04129791259766,89.15081787109375,0.33364471793174744,0.6786847114562988,-12.815805435180664,26.416446685791016,False,train
