index,name,class,label,R,G,B,H,S,V,a*,b*,empty_mask,split
0,riped_tomato_10.jpeg,unripe,0,117.51866149902344,140.94459533691406,64.18048858642578,79.80416870117188,0.6049984693527222,0.5527248382568359,-20.71479034423828,37.00920486450195,False,train
1,unriped_tomato_1.jpeg,unripe,0,119.38044738769531,171.37924194335938,46.755401611328125,86.12198638916016,0.7705338001251221,0.6720754504203796,-35.30279541015625,52.259403228759766,False,test
2,unriped_tomato_11.jpeg,unripe,0,160.40585327148438,217.80052185058594,74.99382019042969,86.67129516601562,0.6686568260192871,0.8541258573532104,-38.94670486450195,60.9756965637207,False,train
3,unriped_tomato_12.jpeg,unripe,0,149.02688598632812,159.04689025878906,120.58924865722656,84.05290222167969,0.2691859304904938,0.6246978640556335,-10.078661918640137,19.13046646118164,False,test
4,unriped_tomato_14.jpeg,unripe,0,138.8723602294922,167.47288513183594,115.198974609375,96.89115142822266,0.34412088990211487,0.6571736335754395,-19.26344108581543,23.992328643798828,False,train
5,unriped_tomato_15.jpeg,unripe,0,101.75012969970703,124.57450866699219,76.4698486328125,89.9879379272461,0.48701202869415283,0.4893604815006256,-16.574668884277344,23.36389923095703,False,train
6,unriped_tomato_17.jpeg,unripe,0,175.74710083007812,199.57589721679688,90.1851806640625,73.01496887207031,0.5698957443237305,0.7826505899429321,-23.51333999633789,49.88292694091797,False,train
7,unriped_tomato_2.jpeg,unripe,0,203.58250427246094,205.06690979003906,76.74452209472656,59.985443115234375,0.6500461101531982,0.815578281879425,-15.591092109680176,58.16423034667969,False,validation
8,unriped_tomato_25.jpeg,unripe,0,125.53071594238281,155.3647003173828,77.07162475585938,84.80049896240234,0.5231533050537109,0.6148527264595032,-22.836034774780273,36.519168853759766,False,train
9,unriped_tomato_27.jpeg,unripe,0,157.95657348632812,186.6510467529297,91.09374237060547,80.16739654541016,0.5219175815582275,0.7319977283477783,-24.2676944732666,44.13119888305664,False,train
10,unriped_tomato_3.jpeg,unripe,0,137.20956420898438,177.00869750976562,47.015769958496094,81.27399444580078,0.7487977743148804,0.6941705346107483,-31.278797149658203,57.045536041259766,False,validation
11,unriped_tomato_31.jpeg,unripe,0,153.26670837402344,198.01914978027344,86.41100311279297,84.30352020263672,0.5773933529853821,0.7765489816665649,-32.001644134521484,49.58981704711914,False,train
12,unriped_tomato_34.jpeg,unripe,0,134.88340759277344,147.2979278564453,28.980043411254883,67.68048095703125,0.8638049960136414,0.5818273425102234,-18.85184669494629,53.21187210083008,False,validation
13,unriped_tomato_35.jpeg,unripe,0,108.05301666259766,155.28196716308594,41.88560485839844,88.15604400634766,0.7526628375053406,0.6089524626731873,-32.186256408691406,47.824180603027344,False,train
14,unriped_tomato_4.jpeg,unripe,0,145.96575927734375,163.2577362060547,71.67460632324219,71.43559265136719,0.594275951385498,0.640468180179596,-19.506954193115234,44.037296295166016,False,train
15,unriped_tomato_43.jpeg,unripe,0,72.36090850830078,130.75852966308594,83.21501922607422,132.22299194335938,0.530304491519928,0.5147229433059692,-29.04266929626465,19.870656967163086,False,test
16,unriped_tomato_51.jpeg,unripe,0,149.31776428222656,163.67604064941406,101.26719665527344,77.51496887207031,0.4298275411128998,0.6444562673568726,-14.77883529663086,30.60456657409668,False,validation
17,unriped_tomato_54.jpeg,unripe,0,134.50009155273438,168.357666015625,85.65701293945312,85.5439224243164,0.5501627326011658,0.661743700504303,-24.67226219177246,37.75376892089844,False,train
18,unriped_tomato_55.jpeg,unripe,0,142.46786499023438,159.66275024414062,60.39411163330078,70.56842041015625,0.6559125781059265,0.6261414289474487,-20.08995819091797,47.244384765625,False,train
19,unriped_tomato_58.jpeg,unripe,0,178.69664001464844,197.5634002685547,86.84300231933594,70.31714630126953,0.5644499659538269,0.7747584581375122,-22.00098419189453,51.939857482910156,False,train
