name,class,split,jaccard,feature_shift,llr_best,ok_0,ok_1,ok_2,correct_all
riped_tomato_10.jpeg,unripe,train,0.35496162129327957,3.233977759484785,,,,,False
unriped_tomato_1.jpeg,unripe,test,0.11317795922781593,5.880356130501147,-15.691835932376884,True,True,True,True
unriped_tomato_11.jpeg,unripe,train,0.9666454081632653,0.13200047682452448,,,,,False
unriped_tomato_12.jpeg,unripe,test,0.29496938606652323,1.3962742857803103,-15.705083993970597,True,True,True,True
unriped_tomato_14.jpeg,unripe,train,0.7248079196217494,0.3297538996409153,,,,,False
unriped_tomato_15.jpeg,unripe,train,0.41310814217292663,3.647718008811404,,,,,False
unriped_tomato_17.jpeg,unripe,train,0.8889393182952844,0.3500169371797954,,,,,False
unriped_tomato_2.jpeg,unripe,validation,0.4535558204211363,1.9531625639688885,,,,,False
unriped_tomato_25.jpeg,unripe,train,0.9206301120872463,0.3876558269176223,,,,,False
unriped_tomato_27.jpeg,unripe,train,0.8506447498937225,0.3833669387064638,,,,,False
unriped_tomato_3.jpeg,unripe,validation,0.3403553613389949,0.36384936964663034,,,,,False
unriped_tomato_31.jpeg,unripe,train,0.9495391990742654,0.16447404368153695,,,,,False
unriped_tomato_34.jpeg,unripe,validation,0.13484429481784296,5.073642494784939,,,,,False
unriped_tomato_35.jpeg,unripe,train,0.9164636622005684,0.1262074887010538,,,,,False
unriped_tomato_4.jpeg,unripe,train,0.4305507685944716,2.7386411762371785,,,,,False
unriped_tomato_43.jpeg,unripe,test,0.09707008050679689,3.250980152720391,-23.669790831193964,True,True,True,True
unriped_tomato_51.jpeg,unripe,validation,0.3831828843556756,1.035461061592319,,,,,False
unriped_tomato_54.jpeg,unripe,train,0.5049445865302643,2.207533309378482,,,,,False
unriped_tomato_55.jpeg,unripe,train,0.45857798165137614,2.215322290218525,,,,,False
unriped_tomato_58.jpeg,unripe,train,0.9009201445941505,0.4079867872816926,,,,,False
unriped_tomato_6.jpeg,unripe,test,0.16037492475707282,4.953047405667605,-7.753483858848615,True,True,True,True
unriped_tomato_61.jpeg,unripe,validation,0.3681929863748046,2.8258323893033035,,,,,False
