index,name,class,label,R,G,B,H,S,V,a*,b*,empty_mask,split
0,riped_tomato_10.jpeg,unripe,0,139.15159606933594,160.44619750976562,111.66322326660156,101.4138412475586,0.33493003249168396,0.6346789598464966,-15.384587287902832,22.441640853881836,False,train
1,unriped_tomato_1.jpeg,unripe,0,150.77760314941406,181.95199584960938,134.26031494140625,103.27378845214844,0.2927568852901459,0.7140136957168579,-19.01114845275879,20.8110408782959,False,test
2,unriped_tomato_11.jpeg,unripe,0,159.84133911132812,215.44505310058594,73.28887939453125,84.86295318603516,0.6696116924285889,0.847247838973999,-38.224281311035156,60.90143966674805,False,train
3,unriped_tomato_12.jpeg,unripe,0,148.4615936279297,161.7200927734375,136.90032958984375,106.1584243774414,0.195758655667305,0.6397109031677246,-9.108009338378906,11.502591133117676,False,test
4,unriped_tomato_14.jpeg,unripe,0,125.89447021484375,157.2650604248047,113.72679901123047,108.90118408203125,0.31473875045776367,0.6172065138816833,-19.048381805419922,19.325044631958008,False,train
5,unriped_tomato_15.jpeg,unripe,0,147.24017333984375,176.007568359375,131.30361938476562,104.6176528930664,0.29623815417289734,0.6939696073532104,-17.807796478271484,19.92034912109375,False,train
6,unriped_tomato_17.jpeg,unripe,0,170.16712951660156,193.08279418945312,86.74829864501953,72.76561737060547,0.5680842399597168,0.7571874856948853,-22.881799697875977,48.786109924316406,False,train
7,unriped_tomato_2.jpeg,unripe,0,215.8534698486328,203.7373809814453,120.46978759765625,52.98176193237305,0.4350214898586273,0.8513162136077881,-6.261670112609863,42.11323165893555,False,validation
8,unriped_tomato_25.jpeg,unripe,0,118.3734359741211,147.6216278076172,73.42015075683594,86.80115509033203,0.5378184914588928,0.5927206873893738,-21.617807388305664,34.423362731933594,False,train
9,unriped_tomato_27.jpeg,unripe,0,148.33154296875,178.23052978515625,83.75957489013672,82.2015380859375,0.5348524451255798,0.6989669799804688,-24.698951721191406,43.684410095214844,False,train
10,unriped_tomato_3.jpeg,unripe,0,156.94699096679688,191.3717498779297,57.10005569458008,77.43244171142578,0.7110897898674011,0.7579424977302551,-29.25780487060547,59.089073181152344,False,validation
11,unriped_tomato_31.jpeg,unripe,0,148.3922882080078,193.3147430419922,82.48792266845703,84.90460205078125,0.5826115012168884,0.7581047415733337,-31.989227294921875,49.271610260009766,False,train
12,unriped_tomato_34.jpeg,unripe,0,195.87217712402344,198.43304443359375,111.40007781982422,59.65740203857422,0.4670865833759308,0.8051347732543945,-12.672958374023438,41.772315979003906,False,validation
13,unriped_tomato_35.jpeg,unripe,0,106.27678680419922,152.81922912597656,40.55928421020508,87.18204498291016,0.7492267489433289,0.5993247628211975,-31.80889320373535,47.424842834472656,False,train
14,unriped_tomato_4.jpeg,unripe,0,158.37828063964844,171.1721954345703,115.62113952636719,89.54168701171875,0.33358481526374817,0.6760684251785278,-12.805084228515625,26.29377555847168,False,train
15,unriped_tomato_43.jpeg,unripe,0,91.25269317626953,153.84780883789062,136.81690979003906,166.96392822265625,0.44549810886383057,0.6294044852256775,-23.1456356048584,2.786893367767334,False,test
16,unriped_tomato_51.jpeg,unripe,0,159.9842071533203,162.99583435058594,113.6052017211914,68.71520233154297,0.3583674430847168,0.6745542287826538,-8.307016372680664,25.376787185668945,False,validation
17,unriped_tomato_54.jpeg,unripe,0,97.23783111572266,95.36152648925781,31.061052322387695,62.06386947631836,0.7532625794410706,0.4681057035923004,-6.169600963592529,35.76536178588867,False,train
18,unriped_tomato_55.jpeg,unripe,0,162.6388397216797,159.12403869628906,98.17420196533203,53.12546157836914,0.4168128967285156,0.660080075263977,-7.589959144592285,31.885286331176758,False,train
19,unriped_tomato_58.jpeg,unripe,0,172.9438934326172,190.82485961914062,86.03563690185547,70.42784881591797,0.5512745976448059,0.7485112547874451,-20.962438583374023,49.37302017211914,False,train
20,unriped_tomato_6.jpeg,unripe,0,180.6568145751953,197.19320678710938,136.5849151611328,77.07837677001953,0.3181720972061157,0.7806898951530457,-14.86967945098877,27.96272850036621,False,test
21,unriped_tomato_61.jpeg,unripe,0,153.05812072753906,184.23141479492188,50.24711608886719,74.13567352294922,0.7300341725349426,0.7272050976753235,-27.51433563232422,57.20220184326172,False,validation
22,unriped_tomato_62.jpeg,unripe,0,142.90821838378906,161.19166564941406,50.79104232788086,68.25175476074219,0.6922402381896973,0.6459906697273254,-20.908184051513672,51.22054672241211,False,train
23,unriped_tomato_64.jpeg,unripe,0,144.4961700439453,154.4934539794922,48.328086853027344,66.03175354003906,0.7068416476249695,0.6061168909072876,-17.133325576782227,49.86144256591797,False,train
24,unriped_tomato_65.jpeg,unripe,0,162.1478729248047,169.5042266845703,78.70965576171875,76.58322143554688,0.5286759734153748,0.6741138696670532,-13.771102905273438,41.61018753051758,False,test
25,unriped_tomato_72.jpeg,unripe,0,112.92029571533203,127.20809173583984,44.461517333984375,68.15640258789062,0.6390771269798279,0.5069130063056946,-16.23106575012207,38.17552947998047,False,train
26,unriped_tomato_74.jpeg,unripe,0,127.82254791259766,145.35984802246094,62.02273941040039,73.29373168945312,0.5943838953971863,0.5700579881668091,-18.489185333251953,39.91929244995117,False,train
